window_start,n_samples,complete,filled_pct,XMEAS_1_A_feed,XMEAS_2_D_feed,XMEAS_3_E_feed,XMEAS_4_total_feed,XMEAS_5_recycle_flow,XMEAS_6_reactor_feed_rate,XMEAS_7_reactor_pressure,XMEAS_8_reactor_level,XMEAS_9_reactor_temperature,XMEAS_10_purge_rate,XMEAS_11_separator_temperature,XMEAS_12_separator_level,XMEAS_13_separator_pressure,XMEAS_14_separator_underflow,XMEAS_15_stripper_level,XMEAS_16_stripper_pressure,XMEAS_17_stripper_underflow,XMEAS_18_stripper_temperature,XMEAS_19_stripper_steam_flow,XMEAS_20_compressor_work,XMEAS_21_reactor_cw_outlet,XMEAS_22_condenser_cw_outlet,XMEAS_23_feed_A,XMEAS_24_feed_B,XMEAS_25_feed_C,XMEAS_26_feed_D,XMEAS_27_feed_E,XMEAS_28_feed_F,XMEAS_29_purge_A,XMEAS_30_purge_B,XMEAS_31_purge_C,XMEAS_32_purge_D,XMEAS_33_purge_E,XMEAS_34_purge_F,XMEAS_35_purge_G,XMEAS_36_purge_H,XMEAS_37_product_D,XMEAS_38_product_E,XMEAS_39_product_F,XMEAS_40_product_G,XMEAS_41_product_H,XMV_1_D_feed_flow,XMV_2_E_feed_flow,XMV_3_A_feed_flow,XMV_4_total_feed_flow,XMV_5_compressor_recycle,XMV_6_purge_valve,XMV_7_separator_underflow,XMV_8_stripper_underflow,XMV_9_stripper_steam,XMV_10_reactor_cw_flow,XMV_11_condenser_cw_flow,XMV_12_agitator_speed
2029-07-20 02:30:00+00:00,4,False,20.283,0.22838875,3697.4753405,4529.927683,9.26392725,26.704811,42.182478,2721.4977605,75.2064545,120.286035,0.33057175,79.37252575,49.90411675,2650.58331575,24.0851525,49.9233845,3116.98267425,23.18918525,65.07416125,222.16648525,342.74944375,94.51894725,76.7399675,32.2843235,8.943840999999999,26.947486,6.7902555,18.444268,1.6146045,32.6829735,13.8482155,24.835717000000002,1.2874539999999999,18.315678,2.1949069999999997,4.805152,2.2712415000000004,0.022958,0.8314225,0.08221675,53.13971525,44.38448825,63.421257499999996,54.376236500000005,22.36955775,60.744322,22.895018999999998,39.0023505,38.709545,46.49552225,44.82570175,36.414156500000004,17.5534075,50.0
2029-07-20 03:00:00+00:00,10,True,21.132,0.2594474,3665.6561858,4553.2530517,9.256326099999999,26.977908300000003,42.3834723,2711.1791239,75.4245066,120.40865260000001,0.3332665,79.8226116,50.1052562,2639.8978223999998,24.7470712,50.4700289,3109.2452223,22.881727849999997,65.1347316,220.12131530000002,340.0129497,94.6504765,76.98863675,31.806667800000003,9.012752,26.593701399999997,6.9152406,18.7514236,1.6658819999999999,32.541146600000005,13.831658,24.373364600000002,1.2465582,18.5835804,2.2145448,4.768421999999999,2.2373807999999995,0.0157218,0.8408115,0.0873884,54.1027148,43.3911245,63.198420399999996,54.4428447,25.4584133,59.8734235,22.0395839,39.6839921,38.688991800000004,46.0118695,44.623715600000004,36.8455671,18.5421409,50.0
2029-07-20 03:30:00+00:00,10,True,20.755,0.2863196,3648.7974142,4524.5678755,9.2349138,26.940802100000003,42.436179800000005,2699.4717018,75.0825967,120.4636332,0.3461302,80.33251609999999,49.8638337,2627.4842248,25.2603527,49.8624194,3099.6548907,22.8688064,65.48412019999999,220.0230962,338.28848849999997,94.7768784,77.2627192,31.9009014,9.0344678,26.340534400000003,6.8869292,19.0004172,1.639885,32.5870094,14.0146712,24.0473712,1.3371252,18.8249766,2.2551954,4.8654530000000005,2.3103332,0.0180834,0.8586551,0.0919863,53.664287200000004,42.9525667,62.815460800000004,54.109628,28.203279199999997,61.2297044,21.2861877,41.677229,37.4055118,45.3968622,45.0785278,43.0805863,18.330092200000003,50.0
2029-07-20 04:00:00+00:00,10,True,20.943,0.2792793,3636.1630637000003,4485.5993725,9.337311699999999,26.9052855,42.3371056,2695.8360316,74.7839524,120.37369960000001,0.3551808,80.2126859,50.0491903,2623.7171197,24.9645655,50.251302499999994,3095.7767209999997,23.0514826,65.6141795,227.9558657,338.5637552,94.760628,77.23712800000001,31.967820999999997,9.005857,26.1253862,6.951477800000001,19.089468399999998,1.6648893999999999,32.6685078,13.962864,23.7914142,1.254218,19.0531536,2.253146,4.8575578,2.3559552,0.017869600000000003,0.8727996000000001,0.09280859999999999,53.6113185,43.5251184,62.7495683,53.5281757,27.5143311,61.4134261,21.45009125,42.487448,37.637875300000005,46.451210700000004,46.9876359,40.7654995,18.0602875,50.0
2029-07-20 04:30:00+00:00,10,True,27.547,0.28908870000000003,3639.91965625,4487.87551285,9.444824,26.86844885,42.41963015,2704.7050351999997,74.5519584,120.41248475,0.3571045,80.26738739999999,50.23224265,2633.3757514500003,25.47255985,49.88125245,3101.9660917,23.0129251,66.0181314,240.8776823,341.18508765,94.64011535,77.41641630000001,32.1477518,8.912969,26.340584200000002,6.8814222,18.913187,1.6437476,32.8329874,13.9308278,23.6854182,1.229741,18.7480662,2.250893,4.873489,2.3092449999999998,0.0194721,0.8694564,0.0919143,53.8644421,44.3112153,62.63407175,53.7813148,28.44369855,61.98169370000001,22.11917185,42.189025349999994,37.7611469,46.6425721,50.308180549999996,41.0261821,18.04949295,50.0
2029-07-20 05:00:00+00:00,10,True,21.321,0.2543416,3659.3507191,4497.437852,9.3963383,26.849565849999998,42.3063937,2709.5766283000003,74.3543361,120.40020280000002,0.3509909,79.95408979999999,49.8427054,2638.9266898,24.8130329,49.9384333,3103.8862114,22.8536759,66.3887954,252.03092110000003,344.20065409999995,94.5058375,77.3300232,32.4191396,8.9310108,26.154058399999997,6.8698402000000005,18.8279348,1.6424066,33.307854199999994,13.862824800000002,23.795324,1.2440834,18.607973800000003,2.2431768,4.8345018,2.2884974,0.0137993,0.8486993,0.1029334,53.5881991,43.9136612,62.934209499999994,53.7358626,25.287270499999998,61.401826400000004,22.9093836,41.5094237,39.658808900000004,45.660902199999995,53.1297685,41.1992074,18.389504,50.0
2029-07-20 05:30:00+00:00,10,True,20.943,0.2331773,3663.3851821000003,4539.602350300001,9.4394251,26.890078199999998,42.3618309,2713.5486152,74.8876975,120.40198749999999,0.35341300000000003,79.9176389,50.2166742,2642.9370774999998,25.098197,50.4561797,3107.7146707,22.6482082,66.6113412,256.9003833,344.88364620000004,94.4656963,77.3207193,32.447303399999996,8.888789599999999,26.4865028,6.8246617999999994,18.5259692,1.6220959999999998,33.522377399999996,13.8296922,24.1536924,1.1895316,18.1571528,2.218947,4.820850200000001,2.3184473999999997,0.0112994,0.8157591999999999,0.1013963,54.3221103,44.4807548,63.2712799,54.1370417,22.9828271,62.3679138,23.090058,41.6414581,38.1758562,46.832449000000004,54.343260799999996,41.6367519,18.720239900000003,50.0
2029-07-20 06:00:00+00:00,10,True,21.132,0.23689999999999997,3638.5682570999998,4555.1604256,9.3555093,26.8675019,42.3795572,2715.9938977,75.28230310000001,120.3946746,0.3469301,79.77561695,49.6290592,2645.7645693,24.7976897,49.5510498,3109.1517032,23.0294876,66.4347592,251.08819899999997,344.9143,94.57691150000001,77.1973839,32.289395999999996,8.7988736,26.3961992,6.9251828,18.4773044,1.655154,33.3886076,13.843596600000001,24.1951464,1.2577562,18.021625800000002,2.2424936,4.799027000000001,2.2632402,0.020904,0.7930531000000001,0.08930479999999999,53.6318042,44.1411494,62.687439399999995,54.6343337,23.4582585,61.0543366,23.270845700000002,40.7603625,40.1787251,46.654391700000005,52.6876987,41.1231145,17.9201866,50.0
2029-07-20 06:30:00+00:00,10,True,20.943,0.2310589,3674.4257365,4546.4333951,9.3323821,26.871880499999996,42.287498,2710.3270208000004,75.4521477,120.39896300000001,0.3381448,79.82062725,49.8926686,2639.7498334,24.9682579,50.2118332,3104.7678096,22.866988799999998,65.9958439,237.23966890000003,343.4581659,94.5624273,77.1846454,32.2637148,8.8085606,26.547053,6.8673452,18.5738896,1.6255902,33.1057842,13.6922186,24.202258,1.2849256,18.239572799999998,2.221565,4.777578,2.2787992,0.0161969,0.8005195,0.1095593,53.551109700000005,43.7810702,63.07605650000001,54.414356999999995,22.825201900000003,61.535787500000005,22.9506569,39.9574051,38.250086499999995,45.1347863,49.1140239,41.2126442,18.2009875,50.0
2029-07-20 07:00:00+00:00,10,True,20.755,0.24514139999999998,3665.9492744000004,4556.422894699999,9.2957361,26.9162672,42.3065061,2704.1559038,75.1910428,120.40065569999999,0.3409237,80.0815817,49.8046671,2633.1345737,24.6405131,49.851041800000004,3101.3778895,23.0436996,65.6938459,227.2467646,341.0329944,94.64685499999999,77.19195590000001,32.1998368,8.8359348,26.426106600000004,6.8657874,18.8351024,1.6481918,32.908835599999996,13.8241648,23.967976,1.2024742,18.405211,2.248075,4.8230319999999995,2.3163392000000003,0.0103445,0.8390112999999999,0.10673250000000001,53.558828000000005,44.5509359,63.1796916,54.4401165,24.2485777,60.381716100000006,22.0739313,40.5177184,37.7224903,48.0050188,46.6442264,40.9296631,18.2961059,50.0
